date,ticker,sentiment_score,news_count,history_days,baseline_mean,baseline_std,baseline_abs_p90,delta_from_mean,anomaly_z,anomaly_level
2026-06-29,VAKFA,0.0202692354433147,1,1,-0.069854573441798,0.0,0.069854573441798,0.0901238088851127,,insufficient_history
2026-06-29,CGCAM,0.0200593677165396,1,4,0.035197289587585806,0.04366807691717002,0.07338927925868831,-0.015137921871046206,-0.3466587708856505,insufficient_history
2026-06-29,MPARK,0.0164321175185064,2,2,-0.06639804334380116,0.055089159925121554,0.1104693712838984,0.08283016086230756,1.5035655104360315,insufficient_history
2026-06-29,MSY,0.0146373805625139,1,2,-0.12677540642873925,0.14062985356841734,0.24205017871140874,0.14141278699125315,1.0055673344099367,insufficient_history
2026-06-29,MSYBN,0.0146373805625139,1,2,-0.12677540642873925,0.14062985356841734,0.24205017871140874,0.14141278699125315,1.0055673344099367,insufficient_history
2026-06-29,MEKMD,0.0124267802419354,1,3,0.006853889285315467,0.006467389275777657,0.01201371540728066,0.005572890956619934,,insufficient_history
2026-06-29,MSA,0.0124267802419354,1,3,0.006853889285315467,0.006467389275777657,0.01201371540728066,0.005572890956619934,,insufficient_history
2026-06-29,DMD,-0.0124222040460292,1,3,0.0034257647942379003,0.01120917031808775,0.01227085151752802,-0.0158479688402671,,insufficient_history
2026-06-29,DSYAT,-0.0124222040460292,1,3,0.0034257647942379003,0.01120917031808775,0.01227085151752802,-0.0158479688402671,,insufficient_history
2026-06-29,DITAS,-0.0099055195938443,1,2,-0.17204654318190385,0.013024966780200958,0.1824665166060646,0.16214102358805954,,insufficient_history
2026-06-29,BRMEN,0.0072460651438933,1,4,-0.024065479340196053,0.06629875340368173,0.09990582415983489,0.031311544484089356,0.4722795358374046,insufficient_history
2026-06-29,PARSN,-0.001730703318417,1,1,-0.0856559073564251,0.0,0.0856559073564251,0.0839252040380081,,insufficient_history
2026-06-29,HEKTS,0.0015629185411298,1,4,-0.1307326521609662,0.05873908786180228,0.18998423379509533,0.132295570702096,2.2522578323543754,insufficient_history
